Course,Instructor notes,Materials,Reference,Maintainers
Nextflow for the Life Sciences,[:material-note-plus-outline:](https://sydney-informatics-hub.github.io/nf4ls-materials/instructor/),[:simple-github:](https://github.com/Sydney-Informatics-Hub/nf4ls-materials),[:material-note-plus-outline:](https://sydney-informatics-hub.github.io/nf4ls-materials/resources/),SIH
